reactants,products
O = C 1 N c 2 c c c ( Cl ) c c 2 [SH] ( = O ) ( c 2 c c c c c 2 ) N 1 . O = P ( Cl ) ( Cl ) Cl ,O = [SH] 1 ( c 2 c c c c c 2 ) N C ( Cl ) = N c 2 c c c ( Cl ) c c 2 1
N = S ( = O ) ( c 1 c c c c c 1 ) c 1 c c ( S ( N ) ( = O ) = O ) c ( Cl ) c c 1 N . O = C ( n 1 c c n c 1 ) n 1 c c n c 1 ,N S ( = O ) ( = O ) c 1 c c 2 c ( c c 1 Cl ) N C ( = O ) N [SH] 2 ( = O ) c 1 c c c c c 1
Br P ( Br ) Br . O C c 1 c c c c c 1 Br ,Br C c 1 c c c c c 1 Br
C I . O = c 1 n c ( - c 2 c c c c c 2 Cl ) c 2 c c s c 2 [nH] 1 ,C O c 1 n c ( - c 2 c c c c c 2 Cl ) c 2 c c s c 2 n 1
C n 1 c ( = O ) n c ( - c 2 c c c c c 2 Cl ) c 2 c c s c 2 1 . O = S ( = O ) ( Cl ) Cl ,C n 1 c ( = O ) n c ( - c 2 c c c c c 2 Cl ) c 2 c c ( Cl ) s c 2 1
C n 1 c ( = O ) n c ( - c 2 c c c c c 2 F ) c 2 c c s c 2 1 . O = S ( = O ) ( Cl ) Cl ,C n 1 c ( = O ) n c ( - c 2 c c c c c 2 F ) c 2 c c ( Cl ) s c 2 1
C I . O = c 1 n c ( - c 2 c c c c c 2 ) c 2 c c s c 2 [nH] 1 ,C O c 1 n c ( - c 2 c c c c c 2 ) c 2 c c s c 2 n 1
Cl P ( Cl ) ( Cl ) ( Cl ) Cl . O = S ( = O ) ( O ) C S c 1 c c c c c 1 Br ,Cl C S c 1 c c c c c 1 Br
N c 1 c c c c [n+] 1 C S c 1 c c c c c 1 Br ,C 1 = C C 2 = N c 3 c c c c c 3 S C N 2 C = C 1
N N c 1 c c c ( Cl ) n n 1 . O = C c 1 c c c ( [N+] ( = O ) [O-] ) s 1 ,O = [N+] ( [O-] ) C 1 = C C C ( = N N c 2 c c c ( Cl ) n n 2 ) S 1
N c 1 c c c c [n+] 1 C O c 1 c c c c c 1 Br ,C 1 = C C 2 = N c 3 c c c c c 3 O C N 2 C = C 1
O = S ( = O ) ( O ) C Br . O c 1 c c c ( Cl ) c c 1 Br ,O = S ( = O ) ( O ) C O c 1 c c c ( Cl ) c c 1 Br
C O c 1 c c s n 1 . O = [N+] ( [O-] ) O ,C O c 1 n s c c 1 [N+] ( = O ) [O-]
C c 1 c c ( N ) c c c 1 [N+] ( = O ) [O-] . N S ( = O ) ( = O ) O ,C c 1 c c ( N ) c ( S ( = O ) ( = O ) O ) c c 1 [N+] ( = O ) [O-]
C c 1 c c ( N ) c c c 1 [N+] ( = O ) [O-] . N S ( = O ) ( = O ) O ,C c 1 c c ( N ) c ( S ( = O ) ( = O ) O ) c c 1 [N+] ( = O ) [O-]
C c 1 c c c c c 1 . O = [N+] ( [O-] ) O ,C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1
C c 1 c c c c c 1 . O = [N+] ( [O-] ) O ,C c 1 c c c c c 1 [N+] ( = O ) [O-]
O = [Cr] ( = O ) ( [O-] ) O [Cr] ( = O ) ( = O ) [O-] . c 1 c c c 2 c ( c 1 ) C c 1 c c c c c 1 O 2 ,O = c 1 c 2 c c c c c 2 o c 2 c c c c c 1 2
N c 1 n c ( N ) c ( N ) n c 1 N . O = C ( Cl ) c 1 c c c ( - c 2 c c c c c 2 ) c c 1 ,O = C ( N c 1 n c ( N C ( = O ) c 2 c c c ( - c 3 c c c c c 3 ) c c 2 ) c ( N C ( = O ) c 2 c c c ( - c 3 c c c c c 3 ) c c 2 ) n c 1 N C ( = O ) c 1 c c c ( - c 2 c c c c c 2 ) c c 1 ) c 1 c c c ( - c 2 c c c c c 2 ) c c 1
N # C c 1 c ( [N+] ( = O ) [O-] ) c c c c 1 [N+] ( = O ) [O-] ,N # C c 1 c ( N ) c c c c 1 N
S = C ( Cl ) Cl . c 1 c c c ( - c 2 n n [nH] n 2 ) c c 1 ,Cl c 1 n n c ( - c 2 c c c c c 2 ) s 1
O = C ( Cl ) c 1 c c c c c 1 I . S ,O C ( = S ) c 1 c c c c c 1 I
N # C c 1 c c c c n 1 . O ,N C ( = O ) c 1 c c c c n 1
C O c 1 c c c ( I ) c c 1 . O = [N+] ( [O-] ) c 1 c c ( Br ) c c c 1 Br ,C O c 1 c c c ( - c 2 c c c ( Br ) c c 2 [N+] ( = O ) [O-] ) c c 1
N c 1 c c c ( C c 2 c c c ( N ) c c 2 ) c c 1 ,N C 1 C C C ( C C 2 C C C ( N ) C C 2 ) C C 1
O = C ( Cl ) c 1 c ( Cl ) c c c c 1 Cl . O = c 1 [nH] c ( = O ) n ( - c 2 c c c ( Cl ) c c 2 ) o 1 ,O = C ( c 1 c ( Cl ) c c c c 1 Cl ) n 1 c ( = O ) o n ( - c 2 c c c ( Cl ) c c 2 ) c 1 = O
O = C ( Cl ) c 1 c ( Cl ) c c c c 1 Cl . O = c 1 [nH] c ( = O ) n ( - c 2 c c c ( F ) c ( F ) c 2 ) o 1 ,O = C ( c 1 c ( Cl ) c c c c 1 Cl ) n 1 c ( = O ) o n ( - c 2 c c c ( F ) c ( F ) c 2 ) c 1 = O
O = C ( Cl ) c 1 c ( Cl ) c c c c 1 Cl . O = c 1 [nH] c ( = O ) n ( - c 2 c c c c ( Cl ) c 2 ) o 1 ,O = C ( c 1 c ( Cl ) c c c c 1 Cl ) n 1 c ( = O ) o n ( - c 2 c c c c ( Cl ) c 2 ) c 1 = O
O = C ( Cl ) c 1 c ( F ) c c c c 1 F . O = c 1 [nH] c ( = O ) n ( - c 2 c c c ( Cl ) c ( Cl ) c 2 ) o 1 ,O = C ( c 1 c ( F ) c c c c 1 F ) n 1 c ( = O ) o n ( - c 2 c c c ( Cl ) c ( Cl ) c 2 ) c 1 = O
O = C ( Cl ) c 1 c ( Br ) c c c c 1 Br . O = c 1 [nH] c ( = O ) n ( - c 2 c c ( Cl ) c ( Cl ) c ( Cl ) c 2 ) o 1 ,O = C ( c 1 c ( Br ) c c c c 1 Br ) n 1 c ( = O ) o n ( - c 2 c c ( Cl ) c ( Cl ) c ( Cl ) c 2 ) c 1 = O
O = C ( Cl ) c 1 c ( F ) c c c c 1 F . O = c 1 [nH] c ( = O ) n ( - c 2 c c c ( F ) c c 2 ) o 1 ,O = C ( c 1 c ( F ) c c c c 1 F ) n 1 c ( = O ) o n ( - c 2 c c c ( F ) c c 2 ) c 1 = O
O = C ( Cl ) c 1 c ( F ) c c c c 1 F . O = c 1 [nH] c ( = O ) n ( - c 2 c c c c ( Cl ) c 2 ) o 1 ,O = C ( c 1 c ( F ) c c c c 1 F ) n 1 c ( = O ) o n ( - c 2 c c c c ( Cl ) c 2 ) c 1 = O
Cl C c 1 c ( Cl ) c c c c 1 Cl . [O-] [n+] 1 c c c c c 1 S ,[O-] [n+] 1 c c c c c 1 S C c 1 c ( Cl ) c c c c 1 Cl
Cl C c 1 c ( Cl ) c c c ( Cl ) c 1 Cl . [O-] [n+] 1 c c c c c 1 S ,[O-] [n+] 1 c c c c c 1 S C c 1 c ( Cl ) c c c ( Cl ) c 1 Cl
Cl c 1 n c ( Cl ) n c ( Cl ) n 1 . N # C N c 1 c c c c c 1 ,N # C N ( c 1 c c c c c 1 ) c 1 n c ( N ( C # N ) c 2 c c c c c 2 ) n c ( N ( C # N ) c 2 c c c c c 2 ) n 1
Cl c 1 n c ( Cl ) n c ( N ( c 2 c c c c c 2 ) c 2 c c c c c 2 ) n 1 . N # C N c 1 c c c c c 1 ,N # C N ( c 1 c c c c c 1 ) c 1 n c ( N ( C # N ) c 2 c c c c c 2 ) n c ( N ( c 2 c c c c c 2 ) c 2 c c c c c 2 ) n 1
N C ( N ) = O . N c 1 c c c ( N ) c c 1 ,N c 1 c c c ( N C ( = O ) N c 2 c c c ( N ) c c 2 ) c c 1
Br c 1 c c c c n 1 . N c 1 c c c ( O C c 2 c c c c c 2 ) c c 1 ,c 1 c c c ( C O c 2 c c c ( N c 3 c c c c n 3 ) c c 2 ) c c 1
Br Br . C O c 1 c c c 2 c c c c c 2 c 1 ,C O c 1 c c c 2 c c c c c 2 c 1 Br
C O c 1 c c c 2 c c c c c 2 c 1 [N+] ( = O ) [O-] ,C O c 1 c c c 2 c c c c c 2 c 1 N
N C P ( = O ) ( O c 1 c c c c c 1 ) O c 1 c c c c c 1 ,N C P ( = O ) ( O c 1 c c c c c 1 ) O c 1 c c c c c 1
C N O . N c 1 c c c n c 1 . O = N [O-] ,C [N+] ( [O-] ) = N N c 1 c c c n c 1
C n 1 c ( = O ) c n c 2 c c c c c 2 1 . O O ,C n 1 c ( = O ) c ( = O ) [nH] c 2 c c c c c 2 1
O = c 1 c c [nH] c ( = O ) [nH] 1 . O C ( c 1 c c c c c 1 ) c 1 c c c ( Cl ) c c 1 Cl ,O c 1 n c c ( C ( c 2 c c c c c 2 ) c 2 c c c ( Cl ) c c 2 Cl ) c ( O ) n 1
N c 1 n c c ( C ( F ) ( F ) F ) c c 1 [N+] ( = O ) [O-] ,O n 1 c ( C ( F ) ( F ) F ) n c 2 n c c ( C ( F ) ( F ) F ) c c 2 1
Cl . N c 1 c ( Br ) n c 2 n c ( C ( F ) ( F ) F ) n ( O ) c 2 c 1 Br ,O n 1 c ( C ( F ) ( F ) F ) n c 2 n c ( Br ) c ( Cl ) c ( Br ) c 2 1
O n 1 c ( C ( F ) F ) n c 2 n c c c ( Cl ) c 2 1 . [F-] ,O n 1 c ( C ( F ) F ) n c 2 n c c c ( F ) c 2 1
O n 1 c ( C ( F ) ( F ) Cl ) n c 2 n c c c ( Cl ) c 2 1 . [NH4+] ,N c 1 c c n c 2 n c ( C ( F ) ( F ) Cl ) n ( O ) c 1 2
C [S-] . O = [N+] ( [O-] ) c 1 c c c ( Cl ) c n 1 ,C S c 1 c c c ( [N+] ( = O ) [O-] ) n c 1
Cl C c 1 c c c c c 1 . O c 1 c ( - c 2 c c c c c 2 ) n [nH] c 1 - c 1 c c c c c 1 ,c 1 c c c ( C O c 2 c ( - c 3 c c c c c 3 ) n [nH] c 2 - c 2 c c c c c 2 ) c c 1
C n 1 n c ( - c 2 c c c c c 2 ) c ( O ) c 1 - c 1 c c c c c 1 . O = [N+] ( [O-] ) c 1 c c c ( Cl ) c c 1 ,C n 1 n c ( - c 2 c c c c c 2 ) c ( O c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 ) c 1 - c 1 c c c c c 1
C n 1 n c ( - c 2 c c c c c 2 ) c ( O c 2 c c c ( [N+] ( = O ) [O-] ) c c 2 ) c 1 - c 1 c c c c c 1 ,C n 1 n c ( - c 2 c c c c c 2 ) c ( O c 2 c c c ( N ) c c 2 ) c 1 - c 1 c c c c c 1
Cl . C n 1 n c ( - c 2 c c c c c 2 ) c ( O c 2 c c c ( N ) c c 2 ) c 1 - c 1 c c c c c 1 ,C n 1 n c ( - c 2 c c c c c 2 ) c ( O c 2 c c c ( Cl ) c c 2 ) c 1 - c 1 c c c c c 1
O = C ( O ) c 1 c c c c c 1 - c 1 n n c ( - c 2 c c c n c 2 ) o 1 ,C c 1 c c c c c 1 - c 1 n n c ( - c 2 c c c n c 2 ) o 1
Cl P ( Cl ) ( Cl ) ( Cl ) Cl . O = S ( = O ) ( O ) C O c 1 c c c c c 1 Br ,Cl C O c 1 c c c c c 1 Br
N c 1 n c c c [n+] 1 C O c 1 c c c c c 1 Br ,C 1 = C N 2 C O c 3 c c c c c 3 N = C 2 N = C 1
N c 1 n c c c [n+] 1 C O c 1 c c c ( Cl ) c c 1 Br . [Cl-] ,Cl C 1 = N C 2 = N c 3 c c c c c 3 O C N 2 C = C 1
N c 1 n c c c ( O ) c 1 C ( = O ) O ,N c 1 n c c c c 1 C ( = O ) O
N # C S c 1 c c c ( N ) c ( [N+] ( = O ) [O-] ) c 1 ,N # C S c 1 c c c ( N ) c ( N ) c 1
C c 1 c c c ( S ) c c 1 . N c 1 c c ( Cl ) c c c 1 [N+] ( = O ) [O-] ,C c 1 c c c ( S c 2 c c c ( [N+] ( = O ) [O-] ) c ( N ) c 2 ) c c 1
C c 1 c c c ( S c 2 c c c ( [N+] ( = O ) [O-] ) c ( N ) c 2 ) c c 1 ,C c 1 c c c ( S c 2 c c c ( N ) c ( N ) c 2 ) c c 1
C c 1 c c c ( Cl ) c c 1 . O c 1 c c c ( - c 2 c c c c c 2 ) c c 1 . [OH-] ,C c 1 c c c c c 1 O c 1 c c c c c 1 - c 1 c c c c c 1
C c 1 c c c ( S ( = O ) ( = O ) O ) c c 1 S ( = O ) ( = O ) O . O = [N+] ( [O-] ) c 1 c c c c c 1 ,O = [N+] ( [O-] ) c 1 c c c c c 1 - c 1 c c c c c 1
Br Br . N c 1 c c c c ( C ( F ) ( F ) F ) c 1 ,N c 1 c c ( C ( F ) ( F ) F ) c c c 1 Br
N c 1 n c c c [n+] 1 C S c 1 c c c c c 1 Br ,C 1 = C N 2 C S c 3 c c c c c 3 N = C 2 N = C 1
N c 1 n c c c [n+] 1 C S c 1 c c c c c 1 Br ,N = c 1 n c c c n 1 C S c 1 c c c c c 1 Br
N c 1 c c ( Br ) c ( Br ) c c 1 N . O = C ( O ) c 1 c c c n c 1 Br ,O = C 1 N c 2 c c ( Br ) c ( Br ) c c 2 N c 2 n c c c c 2 1
O = C ( O ) c 1 c c c c ( Cl ) c 1 Cl ,O C c 1 c c c c ( Cl ) c 1 Cl
C n 1 [nH] c ( - c 2 c c c c c 2 ) c c 1 = O . O = P ( Cl ) ( Cl ) Cl ,C n 1 n c ( - c 2 c c c c c 2 ) c c 1 Cl
C n 1 c c ( - c 2 c c c c c 2 ) c ( = O ) c ( - c 2 c c c c c 2 ) n 1 . S = P 1 2 S P 3 ( = S ) S P ( = S ) ( S 1 ) S P ( = S ) ( S 2 ) S 3 ,C n 1 c c ( - c 2 c c c c c 2 ) c ( = S ) c ( - c 2 c c c c c 2 ) n 1
O = [N+] ( [O-] ) c 1 c n c 2 n c ( C ( F ) ( F ) F ) n ( O ) c 2 c 1 ,N c 1 c n c 2 n c ( C ( F ) ( F ) F ) n ( O ) c 2 c 1
O = C c 1 c c c 2 c c c c c 2 c 1 . O = [N+] ( [O-] ) c 1 c c c c c 1 ,C 1 = C c 2 c c c c c 2 C C 1 = N c 1 c c c c c 1
Br . N c 1 n n c ( C ( F ) ( F ) F ) s 1 ,F C ( F ) ( F ) c 1 n n c ( Br ) s 1
Cl . O N = C c 1 c c c c c 1 ,O N = C ( Cl ) c 1 c c c c c 1
C = O . O c 1 c c ( Cl ) c ( Br ) c c 1 Cl ,O C c 1 c ( O ) c ( Cl ) c c ( Br ) c 1 Cl
C O . c 1 c c c ( N c 2 c c c c c 2 ) c c 1 ,C N ( c 1 c c c c c 1 ) c 1 c c c c c 1
C c 1 c c ( Cl ) c 2 c c ( F ) c c c 2 n 1 ,C C 1 C C c 2 c c ( F ) c c c 2 N 1
C c 1 c c ( Cl ) c 2 c c ( Cl ) c c c 2 n 1 ,C C 1 C C c 2 c c ( Cl ) c c c 2 N 1
F c 1 c c c 2 n c ( C ( F ) ( F ) F ) c c ( Cl ) c 2 c 1 ,F c 1 c c c 2 c ( c 1 ) C C C ( C ( F ) ( F ) F ) N 2
F C ( F ) ( F ) c 1 c c ( Cl ) c 2 c c ( Cl ) c c c 2 n 1 ,F C ( F ) ( F ) C 1 C C c 2 c c ( Cl ) c c c 2 N 1
C [n+] 1 c c c c 2 c c c c ( O ) c 2 1 ,C N 1 C C C c 2 c c c c ( O ) c 2 1
C n 1 [nH] c ( - c 2 c c c c c 2 ) c c 1 = O . O = P ( Cl ) ( Cl ) Cl ,C n 1 n c ( - c 2 c c c c c 2 ) c c 1 Cl
O = C ( Cl ) c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 . O = c 1 [nH] c c ( F ) c ( = O ) [nH] 1 ,O = C ( c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 ) n 1 c c ( F ) c ( = O ) [nH] c 1 = O
C S ( = O ) ( = O ) Cl . O = c 1 [nH] c c ( F ) c ( = O ) [nH] 1 ,C S ( = O ) ( = O ) n 1 c c ( F ) c ( = O ) [nH] c 1 = O
C c 1 c c c ( S ( = O ) ( = O ) Cl ) c c 1 . O = c 1 [nH] c c ( F ) c ( = O ) [nH] 1 ,C c 1 c c c ( S ( = O ) ( = O ) n 2 c c ( F ) c ( = O ) [nH] c 2 = O ) c c 1
Cl c 1 c c c 2 c ( Cl ) c c n c 2 c 1 . N c 1 c c ( Cl ) c c c 1 C ( = O ) O ,O = C ( O ) c 1 c c c ( Cl ) c c 1 N c 1 c c n c 2 c c ( Cl ) c c c 1 2
Cl c 1 c c c 2 c ( Cl ) c c n c 2 c 1 . N c 1 c c c ( I ) c c 1 C ( = O ) O ,O = C ( O ) c 1 c c ( I ) c c c 1 N c 1 c c n c 2 c c ( Cl ) c c c 1 2
Cl c 1 c c n c 2 c c ( Br ) c c c 1 2 . N c 1 c c c c c 1 C ( = O ) O ,O = C ( O ) c 1 c c c c c 1 N c 1 c c n c 2 c c ( Br ) c c c 1 2
N N . O = C ( O ) c 1 n c ( Cl ) c ( Cl ) c ( Cl ) c 1 Cl ,N N c 1 c ( Cl ) c ( Cl ) n c ( C ( = O ) O ) c 1 Cl
N # C c 1 n c ( Cl ) c ( Cl ) c ( Cl ) c 1 Cl . N N ,N # C c 1 n c ( Cl ) c ( Cl ) c ( N N ) c 1 Cl
N N c 1 c ( Cl ) c ( Cl ) n c ( C ( = O ) O ) c 1 Cl ,O = C ( O ) c 1 n c ( Cl ) c ( Cl ) c c 1 Cl
C I . O = c 1 c c s c 2 c 1 [nH] c 1 c c c c c 1 2 ,C n 1 c 2 c c c c c 2 c 2 s c c c ( = O ) c 2 1
O = S ( Cl ) Cl . [O-] [n+] 1 c c c c ( C O ) c 1 ,[O-] [n+] 1 c c c c ( C S ) c 1
[O-] [n+] 1 c c c c ( C S ) c 1 ,[O-] [n+] 1 c c c c ( C S ) c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 Cl . O c 1 c c c c c 1 ,N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 O c 1 c c c c c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 O c 1 c c c c c 1 ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 O c 1 c c c c c 1
N c 1 c c c c c 1 . O = C ( O ) c 1 c c ( [N+] ( = O ) [O-] ) c ( Cl ) c ( S ( = O ) ( = O ) Cl ) c 1 ,O = C ( O ) c 1 c c ( [N+] ( = O ) [O-] ) c ( N c 2 c c c c c 2 ) c ( S ( = O ) ( = O ) N c 2 c c c c c 2 ) c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 Cl . O c 1 c c c c ( Cl ) c 1 ,N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 O c 1 c c c c ( Cl ) c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 O c 1 c c c c ( Cl ) c 1 ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 O c 1 c c c c ( Cl ) c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 Cl . N c 1 c c c c c 1 ,N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 N c 1 c c c c c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 N c 1 c c c c c 1 ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 N c 1 c c c c c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 N c 1 c c c ( Cl ) c c 1 ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 N c 1 c c c ( Cl ) c c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 N c 1 c c c ( O ) c c 1 ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 N c 1 c c c ( O ) c c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 N c 1 c c c 2 c c c c c 2 c 1 ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 N c 1 c c c 2 c c c c c 2 c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 Cl . S c 1 c c c c c 1 ,N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 S c 1 c c c c c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 S c 1 c c c c c 1 ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 S c 1 c c c c c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 S ( = O ) ( = O ) c 1 c c c c c 1 ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 S ( = O ) ( = O ) c 1 c c c c c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 Cl ,C C C C O C ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c ( Cl ) c ( S ( N ) ( = O ) = O ) c 1
N S ( = O ) ( = O ) c 1 c c ( C ( = O ) O ) c c ( [N+] ( = O ) [O-] ) c 1 O c 1 c c c c c 1 . O = S ( Cl ) Cl ,N S ( = O ) ( = O ) c 1 c c ( C ( = O ) Cl ) c c ( [N+] ( = O ) [O-] ) c 1 O c 1 c c c c c 1
N . N S ( = O ) ( = O ) c 1 c c ( C ( = O ) Cl ) c c ( [N+] ( = O ) [O-] ) c 1 O c 1 c c c c c 1 ,N C ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c ( O c 2 c c c c c 2 ) c ( S ( N ) ( = O ) = O ) c 1
N C ( = O ) c 1 c c ( [N+] ( = O ) [O-] ) c ( O c 2 c c c c c 2 ) c ( S ( N ) ( = O ) = O ) c 1 ,N C ( = O ) c 1 c c ( N ) c ( O c 2 c c c c c 2 ) c ( S ( N ) ( = O ) = O ) c 1
N C ( = O ) c 1 c c ( N ) c ( O c 2 c c c c c 2 ) c ( S ( N ) ( = O ) = O ) c 1 . [OH-] ,N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 O c 1 c c c c c 1
N c 1 c c ( C ( = O ) O ) c c ( S ( N ) ( = O ) = O ) c 1 O c 1 c c c c c 1 ,C C C C C N c 1 c c ( C ( = O ) O C C C C C ) c c ( S ( N ) ( = O ) = O ) c 1 O c 1 c c c c c 1
N c 1 c c c c ( C ( = O ) O ) c 1 O . N c 1 c c c c c 1 S ,N c 1 c c c c ( - c 2 n c 3 c c c c c 3 s 2 ) c 1 O
O = [N+] ( [O-] ) c 1 c c c c c 1 C Cl ,O = [N+] ( [O-] ) c 1 c c c c c 1 C c 1 c c c c c 1
O = C c 1 c c c ( [N+] ( = O ) [O-] ) c c 1 ,O = [N+] ( [O-] ) c 1 c c c ( C = C c 2 c c c c c 2 ) c c 1
O = C c 1 c c c c ( [N+] ( = O ) [O-] ) c 1 ,O = [N+] ( [O-] ) c 1 c c c c ( C = C c 2 c c c c c 2 ) c 1
N c 1 c c ( Cl ) c ( O ) c ( Cl ) c 1 . O = C ( O ) c 1 c c ( F ) c c c 1 O ,O = C ( N c 1 c c ( Cl ) c ( O ) c ( Cl ) c 1 ) c 1 c c ( F ) c c c 1 O
N c 1 c c c ( O ) c ( Cl ) c 1 . O = C ( O ) c 1 c c c c c 1 O ,O = C ( N c 1 c c c ( O ) c ( Cl ) c 1 ) c 1 c c c c c 1 O
Cl C c 1 c c c ( Cl ) n c 1 Cl . O = [N+] ( [O-] ) O ,O = [N+] ( [O-] ) c 1 c c ( C Cl ) c ( Cl ) n c 1 Cl
O = C c 1 c ( - c 2 c c c c c 2 ) n n ( - c 2 c c c c c 2 ) c 1 Cl ,O C c 1 c ( - c 2 c c c c c 2 ) n n ( - c 2 c c c c c 2 ) c 1 Cl
O = C c 1 c ( - c 2 c c c ( Cl ) c c 2 ) n n ( - c 2 c c c c c 2 ) c 1 Cl ,O C c 1 c ( - c 2 c c c ( Cl ) c c 2 ) n n ( - c 2 c c c c c 2 ) c 1 Cl
O = S ( Cl ) Cl . O C c 1 c ( - c 2 c c c ( Cl ) c c 2 ) n n ( - c 2 c c c c c 2 ) c 1 Cl ,Cl C c 1 c ( - c 2 c c c ( Cl ) c c 2 ) n n ( - c 2 c c c c c 2 ) c 1 Cl
Cl . O C c 1 c ( - c 2 c c c ( Cl ) c c 2 ) n n ( - c 2 c c c c c 2 ) c 1 Cl ,Cl C c 1 c ( - c 2 c c c ( Cl ) c c 2 ) n n ( - c 2 c c c c c 2 ) c 1 Cl
Cl P ( Cl ) c 1 c c c c c 1 . N # C c 1 c c c ( [N+] # N ) c c 1 ,N # C c 1 c c c ( P ( Cl ) c 2 c c c c c 2 ) c c 1
C c 1 c c c ( = O ) [nH] c 1 . Cl c 1 c c c ( I ) c c 1 ,C c 1 c c c ( = O ) n ( - c 2 c c c ( Cl ) c c 2 ) c 1
C c 1 c [nH] c ( = O ) c ( - c 2 c c c c c 2 ) c 1 . I c 1 c c c c c 1 ,C c 1 c c ( - c 2 c c c c c 2 ) c ( = O ) n ( - c 2 c c c c c 2 ) c 1
C c 1 c [nH] c ( = O ) c ( - c 2 c c c ( Cl ) c c 2 ) c 1 . I c 1 c c c c c 1 ,C c 1 c c ( - c 2 c c c ( Cl ) c c 2 ) c ( = O ) n ( - c 2 c c c c c 2 ) c 1
N c 1 c c c c c 1 S . O = C c 1 c c ( Br ) c c c 1 O ,O c 1 c c c ( Br ) c c 1 - c 1 n c 2 c c c c c 2 s 1
N c 1 c c c c c 1 S . O = C c 1 c c c ( Cl ) c c 1 ,Cl c 1 c c c ( - c 2 n c 3 c c c c c 3 s 2 ) c c 1
C O c 1 c c c 2 o c ( = O ) c c ( O ) c 2 c 1 . O = [N+] ( [O-] ) O ,C O c 1 c c c 2 o c ( = O ) c ( [N+] ( = O ) [O-] ) c ( O ) c 2 c 1
C c 1 c c c c 2 c 1 s c 1 n c n n 1 2 . F c 1 c c c c 2 c 1 s c 1 n c n n 1 2 . c 1 c c c 2 c ( c 1 ) s c 1 n c n n 1 2 ,C C c 1 c c c 2 c ( c 1 ) s c 1 n c ( C C ) n n 1 2
N c 1 c c c ( Br ) c ( Cl ) c 1 . O = C ( Cl ) Cl ,O = C = N c 1 c c c ( Br ) c ( Cl ) c 1
C O c 1 c c c 2 c c ( [Mg] Br ) c c c 2 c 1 . [Zn+2] ,C O c 1 c c c 2 c c ( [Zn] c 3 c c c 4 c c ( O C ) c c c 4 c 3 ) c c c 2 c 1
N . O = C ( O ) c 1 c c 2 c c c c c 2 c ( = O ) o 1 ,O = C ( O ) c 1 c c 2 c c c c c 2 c ( = O ) [nH] 1
